jobs,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
Data Management and Strategy,186000,Mid-level,Full-time,In-person,United States,M
Data Management and Strategy,138000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,185000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,122000,Mid-level,Full-time,In-person,United States,M
Data Engineering,91270,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,180000,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,165000,Senior,Full-time,In-person,United States,M
Data Science and Research,247000,Executive,Full-time,Remote,United States,M
Data Science and Research,118440,Executive,Full-time,Remote,United States,M
Data Science and Research,138900,Mid-level,Full-time,In-person,United States,M
BI and Visualization,204500,Senior,Full-time,Remote,United States,M
BI and Visualization,138900,Senior,Full-time,Remote,United States,M
Data Management and Strategy,87500,Mid-level,Full-time,Remote,United States,M
Data Management and Strategy,62500,Mid-level,Full-time,Remote,United States,M
Data Science and Research,90600,Senior,Full-time,Remote,United States,M
Machine Learning and AI,210200,Senior,Full-time,Remote,United States,M
Leadership and Management,177000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,110000,Mid-level,Full-time,In-person,United States,M
Data Analysis,65000,Mid-level,Full-time,Remote,United States,M
Data Analysis,55000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,183200,Mid-level,Full-time,In-person,United States,M
Data Science and Research,122200,Mid-level,Full-time,In-person,United States,M
Data Science and Research,150000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,131000,Senior,Full-time,Remote,United States,M
Data Science and Research,101000,Senior,Full-time,Remote,United States,M
BI and Visualization,171050,Senior,Full-time,Remote,United States,M
BI and Visualization,124400,Senior,Full-time,Remote,United States,M
Data Science and Research,187000,Senior,Full-time,Remote,United States,M
Data Science and Research,128000,Senior,Full-time,Remote,United States,M
Data Analysis,138000,Senior,Full-time,In-person,United States,M
Data Analysis,92000,Senior,Full-time,In-person,United States,M
Data Engineering,200000,Executive,Full-time,In-person,United States,M
BI and Visualization,241300,Senior,Full-time,In-person,United States,L
BI and Visualization,124100,Senior,Full-time,In-person,United States,L
Data Science and Research,152000,Senior,Full-time,Remote,United States,M
Data Engineering,288000,Senior,Full-time,Remote,United States,M
Data Science and Research,189750,Senior,Full-time,In-person,United States,M
Data Engineering,252000,Senior,Full-time,Remote,United States,M
BI and Visualization,247500,Executive,Full-time,In-person,United States,M
BI and Visualization,172200,Executive,Full-time,In-person,United States,M
BI and Visualization,87500,Mid-level,Full-time,Remote,United States,M
BI and Visualization,62500,Mid-level,Full-time,Remote,United States,M
Data Science and Research,273000,Senior,Full-time,In-person,United States,M
Data Science and Research,45000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,174000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,228830,Senior,Full-time,In-person,United States,M
Machine Learning and AI,148590,Senior,Full-time,In-person,United States,M
BI and Visualization,169000,Senior,Full-time,In-person,United States,M
BI and Visualization,110600,Senior,Full-time,In-person,United States,M
Data Engineering,78000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,204500,Senior,Full-time,Remote,United States,M
Machine Learning and AI,142200,Senior,Full-time,Remote,United States,M
Data Analysis,94000,Senior,Full-time,In-person,United States,M
Data Analysis,81900,Senior,Full-time,In-person,United States,M
Data Engineering,208000,Senior,Full-time,Remote,United States,M
Data Engineering,109500,Senior,Full-time,Remote,United States,M
Data Quality and Operations,240000,Senior,Full-time,In-person,United States,M
Data Quality and Operations,238530,Senior,Full-time,In-person,United States,M
Data Quality and Operations,95000,Senior,Full-time,In-person,United States,M
Data Analysis,80000,Executive,Full-time,In-person,United States,M
Data Analysis,70000,Executive,Full-time,In-person,United States,M
Data Science and Research,154700,Senior,Full-time,In-person,United States,M
Data Science and Research,118900,Senior,Full-time,In-person,United States,M
Data Engineering,232960,Senior,Full-time,In-person,United States,M
Data Engineering,166400,Senior,Full-time,In-person,United States,M
Data Science and Research,156000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,105000,Mid-level,Full-time,In-person,United States,M
Data Analysis,138860,Senior,Full-time,In-person,United States,M
Data Analysis,119610,Senior,Full-time,In-person,United States,M
Data Science and Research,205485,Senior,Full-time,In-person,United States,M
Data Science and Research,156560,Senior,Full-time,In-person,United States,M
Leadership and Management,170000,Senior,Full-time,In-person,United States,M
Data Engineering,105000,Mid-level,Full-time,In-person,United States,M
Data Analysis,100000,Mid-level,Full-time,Remote,United States,M
Data Analysis,144100,Senior,Full-time,Remote,United States,M
Data Analysis,89100,Senior,Full-time,Remote,United States,M
Data Engineering,193600,Senior,Full-time,In-person,United States,M
Data Engineering,119700,Senior,Full-time,In-person,United States,M
Data Analysis,94000,Senior,Full-time,Remote,United States,M
Data Analysis,81900,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,104000,Senior,Full-time,In-person,United States,M
Data Science and Research,201000,Senior,Full-time,In-person,United States,M
Data Science and Research,141100,Senior,Full-time,In-person,United States,M
Data Science and Research,126000,Senior,Full-time,In-person,United States,M
Leadership and Management,208500,Senior,Full-time,In-person,United States,M
Leadership and Management,165000,Senior,Full-time,In-person,United States,M
BI and Visualization,130800,Senior,Full-time,Remote,United States,M
BI and Visualization,87200,Senior,Full-time,Remote,United States,M
Data Engineering,215000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,238000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,173000,Senior,Full-time,Remote,United States,M
Data Science and Research,299500,Senior,Full-time,In-person,United States,M
Data Science and Research,245100,Senior,Full-time,In-person,United States,M
Machine Learning and AI,290000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,226000,Senior,Full-time,Remote,United States,M
Data Science and Research,161000,Senior,Full-time,Remote,United States,M
Data Science and Research,151000,Senior,Full-time,Remote,United States,M
Data Engineering,136994,Senior,Full-time,Remote,United States,M
Data Science and Research,214500,Senior,Full-time,In-person,United States,M
Leadership and Management,120000,Senior,Full-time,Remote,United States,M
Data Engineering,278300,Senior,Full-time,In-person,United States,M
Data Engineering,205700,Senior,Full-time,In-person,United States,M
Data Engineering,114000,Mid-level,Full-time,Remote,United States,M
Data Engineering,194000,Senior,Full-time,In-person,United States,M
Data Engineering,161000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,184950,Senior,Full-time,In-person,United States,M
Machine Learning and AI,119250,Senior,Full-time,In-person,United States,M
Data Engineering,178500,Senior,Full-time,Remote,United States,M
Data Engineering,136000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,189000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,159090,Senior,Full-time,Remote,United States,M
Data Engineering,82000,Mid-level,Full-time,In-person,United States,M
Data Engineering,149076,Senior,Full-time,Remote,United States,M
Data Engineering,82365,Senior,Full-time,Remote,United States,M
Data Engineering,194595,Senior,Full-time,In-person,United States,M
Data Engineering,158000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,305000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,245000,Senior,Full-time,In-person,United States,M
Data Science and Research,205485,Senior,Full-time,Remote,United States,M
Data Science and Research,156560,Senior,Full-time,Remote,United States,M
Data Analysis,168000,Senior,Full-time,Remote,United States,L
Data Analysis,78400,Senior,Full-time,Remote,United States,L
Data Engineering,130002,Executive,Full-time,Remote,United States,M
Data Engineering,71908,Executive,Full-time,Remote,United States,M
Data Analysis,212000,Senior,Full-time,In-person,United States,M
Data Analysis,132000,Senior,Full-time,In-person,United States,M
Data Analysis,177000,Mid-level,Full-time,In-person,United States,M
Data Analysis,148000,Senior,Full-time,In-person,United States,M
Leadership and Management,155000,Senior,Full-time,In-person,United States,M
Leadership and Management,38000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,218000,Senior,Full-time,Remote,United States,M
Leadership and Management,235400,Senior,Full-time,Remote,United States,M
Leadership and Management,108320,Senior,Full-time,Remote,United States,M
Data Engineering,152375,Senior,Full-time,In-person,United States,M
Data Analysis,115934,Senior,Full-time,Remote,United States,M
Data Analysis,81666,Senior,Full-time,Remote,United States,M
Data Analysis,79000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,273400,Senior,Full-time,In-person,United States,M
Data Science and Research,182200,Senior,Full-time,In-person,United States,M
Data Analysis,160000,Mid-level,Full-time,In-person,United States,M
Data Analysis,112000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,285000,Senior,Full-time,Remote,United States,M
Data Science and Research,154000,Senior,Full-time,Remote,United States,M
Data Engineering,200000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,275000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,200000,Mid-level,Full-time,In-person,United States,M
Data Analysis,122720,Senior,Full-time,In-person,United States,M
Data Engineering,231500,Senior,Full-time,In-person,United States,M
Data Engineering,118000,Senior,Full-time,In-person,United States,M
Data Science and Research,299500,Executive,Full-time,Remote,United States,M
Data Science and Research,249600,Executive,Full-time,Remote,United States,M
Machine Learning and AI,297000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,138000,Senior,Full-time,In-person,United States,M
Data Science and Research,267100,Senior,Full-time,Remote,United States,M
Data Science and Research,167200,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,188500,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,117000,Senior,Full-time,Remote,United States,M
Data Science and Research,150931,Senior,Full-time,In-person,United States,M
Data Science and Research,143250,Senior,Full-time,In-person,United States,M
Data Engineering,231000,Senior,Full-time,Remote,United States,M
Data Engineering,157250,Senior,Full-time,Remote,United States,M
Machine Learning and AI,157250,Senior,Full-time,Remote,United States,M
Data Engineering,232000,Senior,Full-time,In-person,United States,M
Data Engineering,209000,Senior,Full-time,In-person,United States,M
Data Science and Research,184250,Senior,Full-time,In-person,United States,M
Data Science and Research,167500,Senior,Full-time,In-person,United States,M
Data Engineering,85000,Senior,Full-time,Remote,United States,M
Data Analysis,154440,Senior,Full-time,In-person,United States,M
Data Analysis,68550,Senior,Full-time,In-person,United States,M
Data Analysis,90000,Entry-level,Full-time,In-person,United States,M
Data Analysis,60000,Entry-level,Full-time,In-person,United States,M
Data Engineering,226600,Senior,Full-time,In-person,United States,M
Data Engineering,140100,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,80000,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,52500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,235000,Senior,Full-time,In-person,United States,M
Data Analysis,223100,Senior,Full-time,In-person,United States,L
Data Analysis,114700,Senior,Full-time,In-person,United States,L
Data Engineering,152375,Mid-level,Full-time,Remote,United States,M
Data Engineering,94000,Mid-level,Full-time,Remote,United States,M
Data Analysis,120350,Senior,Full-time,In-person,United States,M
Data Analysis,74400,Senior,Full-time,In-person,United States,M
Data Analysis,134000,Senior,Full-time,Remote,United States,M
Data Engineering,258750,Senior,Full-time,Remote,United States,M
Data Engineering,172500,Senior,Full-time,Remote,United States,M
Data Engineering,220000,Executive,Full-time,In-person,United States,M
Data Engineering,150000,Executive,Full-time,In-person,United States,M
Data Engineering,109528,Senior,Full-time,In-person,United States,M
Data Science and Research,160000,Senior,Full-time,Remote,United States,L
Data Analysis,93919,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,180000,Senior,Full-time,Remote,United States,M
Data Analysis,186600,Senior,Full-time,Remote,United States,M
Data Analysis,119800,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,200000,Senior,Full-time,Remote,United States,M
Data Science and Research,198000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,132000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,141600,Mid-level,Full-time,Remote,United States,M
Data Science and Research,94400,Mid-level,Full-time,Remote,United States,M
Data Science and Research,209450,Senior,Full-time,Remote,United States,M
Data Science and Research,167560,Senior,Full-time,Remote,United States,M
Machine Learning and AI,185000,Senior,Full-time,Hybrid,United States,M
Data Science and Research,164000,Senior,Full-time,Hybrid,United States,M
Data Engineering,80000,Entry-level,Full-time,In-person,United States,M
Data Engineering,52500,Entry-level,Full-time,In-person,United States,M
Data Science and Research,238000,Senior,Full-time,In-person,United States,M
Data Science and Research,149500,Senior,Full-time,In-person,United States,M
Data Engineering,186600,Senior,Full-time,Remote,United States,M
Data Engineering,116500,Senior,Full-time,Remote,United States,M
Data Analysis,195000,Senior,Full-time,In-person,United States,M
Data Science and Research,220000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,190000,Mid-level,Full-time,Remote,United States,M
Data Engineering,166364,Senior,Full-time,In-person,United States,M
Data Engineering,116455,Senior,Full-time,In-person,United States,M
BI and Visualization,145000,Senior,Full-time,In-person,United States,M
BI and Visualization,125000,Senior,Full-time,In-person,United States,M
Data Engineering,76000,Mid-level,Full-time,Remote,United States,M
Data Analysis,131000,Senior,Full-time,In-person,United States,M
Data Science and Research,222000,Senior,Full-time,Remote,United States,M
Data Science and Research,166500,Senior,Full-time,Remote,United States,M
Data Engineering,205600,Senior,Full-time,Remote,United States,M
Data Engineering,105700,Senior,Full-time,Remote,United States,M
BI and Visualization,138000,Senior,Full-time,In-person,United States,M
BI and Visualization,67000,Senior,Full-time,In-person,United States,M
Data Science and Research,211200,Senior,Full-time,In-person,United States,M
Data Analysis,230000,Senior,Full-time,Remote,United States,M
Data Analysis,60000,Mid-level,Full-time,Remote,United States,M
BI and Visualization,200000,Senior,Full-time,Remote,United States,M
Data Science and Research,200000,Entry-level,Full-time,Remote,United States,M
Data Science and Research,120000,Entry-level,Full-time,Remote,United States,M
Data Science and Research,126500,Executive,Full-time,Remote,United States,M
Data Science and Research,78000,Executive,Full-time,Remote,United States,M
Data Science and Research,157750,Senior,Full-time,In-person,United States,M
Data Science and Research,133000,Senior,Full-time,Remote,United States,M
Data Science and Research,190000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,158080,Mid-level,Full-time,In-person,United States,M
Data Analysis,182000,Senior,Full-time,Remote,United States,M
Data Engineering,252000,Senior,Full-time,In-person,United States,M
Data Engineering,129000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,231000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,200800,Senior,Full-time,In-person,United States,M
Data Science and Research,159100,Senior,Full-time,Remote,United States,M
Data Science and Research,120160,Senior,Full-time,Remote,United States,M
Leadership and Management,140000,Senior,Full-time,Remote,United States,M
Leadership and Management,110000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,165000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,149094,Mid-level,Full-time,In-person,United States,M
Leadership and Management,290000,Executive,Full-time,Remote,United States,L
BI and Visualization,247500,Senior,Full-time,In-person,United States,M
BI and Visualization,172200,Senior,Full-time,In-person,United States,M
Data Analysis,72250,Senior,Full-time,Remote,United States,M
Data Engineering,162500,Executive,Full-time,In-person,United States,M
Data Science and Research,83000,Senior,Full-time,Remote,United States,M
Data Science and Research,63967,Senior,Full-time,Remote,United States,M
Data Science and Research,188600,Senior,Full-time,In-person,United States,M
Data Science and Research,111550,Senior,Full-time,In-person,United States,M
Machine Learning and AI,219300,Senior,Full-time,In-person,United States,M
Machine Learning and AI,143000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,133300,Senior,Full-time,In-person,United States,M
Data Engineering,80000,Senior,Full-time,Remote,United States,M
Data Engineering,198900,Mid-level,Full-time,In-person,United States,M
Data Engineering,183310,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,224000,Senior,Full-time,In-person,United States,M
Data Engineering,233000,Senior,Full-time,In-person,United States,M
Data Engineering,199098,Senior,Full-time,In-person,United States,M
Data Engineering,172000,Senior,Full-time,Remote,United States,M
Data Engineering,107000,Senior,Full-time,Remote,United States,M
Data Engineering,128000,Mid-level,Full-time,In-person,United States,M
Data Engineering,81500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,240960,Senior,Full-time,In-person,United States,M
Data Science and Research,200800,Senior,Full-time,In-person,United States,M
Data Science and Research,120681,Mid-level,Full-time,In-person,United States,M
Data Science and Research,72409,Mid-level,Full-time,In-person,United States,M
Data Science and Research,250000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,215936,Executive,Full-time,Remote,United States,L
Data Science and Research,178560,Senior,Full-time,In-person,United States,M
Data Science and Research,148800,Senior,Full-time,In-person,United States,M
Data Engineering,167954,Executive,Full-time,In-person,United States,M
Data Engineering,115830,Executive,Full-time,In-person,United States,M
Machine Learning and AI,125000,Senior,Full-time,In-person,United States,M
BI and Visualization,185000,Senior,Full-time,In-person,United States,M
BI and Visualization,50000,Senior,Full-time,In-person,United States,M
Data Engineering,283780,Senior,Full-time,In-person,United States,M
Data Science and Research,189110,Senior,Full-time,In-person,United States,M
Machine Learning and AI,199000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,145000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,199000,Senior,Full-time,In-person,United States,M
Data Analysis,66000,Senior,Full-time,In-person,United States,M
Data Analysis,52000,Senior,Full-time,In-person,United States,M
Data Science and Research,200000,Senior,Full-time,Remote,United States,M
Leadership and Management,178560,Senior,Full-time,In-person,United States,M
Leadership and Management,148800,Senior,Full-time,In-person,United States,M
Machine Learning and AI,200000,Senior,Full-time,Remote,United States,L
Data Analysis,166500,Senior,Full-time,In-person,United States,M
Data Analysis,113220,Senior,Full-time,In-person,United States,M
Data Engineering,229000,Senior,Full-time,In-person,United States,M
Data Science and Research,86700,Senior,Full-time,In-person,United States,L
Data Analysis,192300,Senior,Full-time,Remote,United States,M
Data Analysis,153800,Senior,Full-time,Remote,United States,M
Data Analysis,131650,Mid-level,Full-time,In-person,United States,M
Data Analysis,105320,Mid-level,Full-time,In-person,United States,M
Data Science and Research,126400,Senior,Full-time,In-person,United States,M
Machine Learning and AI,235400,Senior,Full-time,Remote,United States,M
Machine Learning and AI,160080,Senior,Full-time,Remote,United States,M
Data Analysis,146190,Senior,Full-time,In-person,United States,M
Data Science and Research,175000,Mid-level,Full-time,Remote,United States,M
Data Architecture and Modeling,150000,Mid-level,Full-time,In-person,United States,M
Data Architecture and Modeling,100000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,126500,Senior,Full-time,In-person,United States,M
Data Science and Research,78000,Senior,Full-time,In-person,United States,M
Data Analysis,126500,Senior,Full-time,In-person,United States,M
Data Analysis,78000,Senior,Full-time,In-person,United States,M
Data Science and Research,70000,Senior,Full-time,In-person,United States,M
Data Engineering,96000,Senior,Full-time,Remote,United States,M
Data Engineering,72000,Senior,Full-time,Remote,United States,M
Data Science and Research,205150,Senior,Full-time,Remote,United States,M
Data Science and Research,167850,Senior,Full-time,Remote,United States,M
Data Science and Research,222750,Senior,Full-time,In-person,United States,M
Data Science and Research,182250,Senior,Full-time,In-person,United States,M
Machine Learning and AI,148594,Senior,Full-time,In-person,United States,M
Data Science and Research,206000,Senior,Full-time,Remote,United States,M
Data Science and Research,140250,Senior,Full-time,Remote,United States,M
Leadership and Management,254500,Senior,Full-time,Remote,United States,L
Leadership and Management,130900,Senior,Full-time,Remote,United States,L
Data Science and Research,198000,Senior,Full-time,Remote,United States,M
Data Science and Research,124000,Senior,Full-time,Remote,United States,M
BI and Visualization,234485,Senior,Full-time,Remote,United States,M
BI and Visualization,112655,Senior,Full-time,Remote,United States,M
Data Analysis,125000,Entry-level,Full-time,In-person,United States,M
Data Science and Research,184184,Senior,Full-time,Remote,United States,M
Data Science and Research,167441,Senior,Full-time,Remote,United States,M
Data Engineering,204500,Executive,Full-time,In-person,United States,M
Leadership and Management,90000,Entry-level,Full-time,In-person,United States,M
Leadership and Management,84000,Entry-level,Full-time,In-person,United States,M
Data Engineering,202400,Senior,Full-time,Remote,United States,M
Data Engineering,147200,Senior,Full-time,Remote,United States,M
Data Science and Research,139500,Senior,Full-time,Remote,United States,M
Data Science and Research,90000,Senior,Full-time,Remote,United States,M
BI and Visualization,192000,Senior,Full-time,In-person,United States,M
BI and Visualization,142000,Senior,Full-time,In-person,United States,M
Data Quality and Operations,143000,Senior,Full-time,Remote,United States,M
Data Quality and Operations,129000,Senior,Full-time,Remote,United States,M
Data Science and Research,191000,Senior,Full-time,Remote,United States,M
Data Management and Strategy,85000,Senior,Full-time,In-person,United States,M
Data Management and Strategy,70000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,144800,Senior,Full-time,In-person,United States,M
Data Analysis,250000,Mid-level,Full-time,Remote,United States,M
Data Engineering,172900,Senior,Full-time,In-person,United States,M
Data Engineering,144100,Senior,Full-time,In-person,United States,M
BI and Visualization,160000,Senior,Full-time,In-person,United States,M
BI and Visualization,135000,Senior,Full-time,In-person,United States,M
Data Analysis,101500,Senior,Full-time,Remote,United States,M
Data Analysis,83700,Senior,Full-time,Remote,United States,M
Data Science and Research,283000,Senior,Full-time,In-person,United States,M
Data Science and Research,246500,Senior,Full-time,In-person,United States,M
Data Science and Research,133500,Senior,Full-time,In-person,United States,M
Data Science and Research,174000,Senior,Full-time,Remote,United States,M
Data Science and Research,134000,Senior,Full-time,Remote,United States,M
Data Science and Research,230000,Executive,Full-time,In-person,United States,M
Leadership and Management,167000,Mid-level,Full-time,In-person,United States,M
Leadership and Management,109000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,284000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,227000,Senior,Full-time,Remote,United States,M
Data Science and Research,205000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,191400,Senior,Full-time,In-person,United States,M
Machine Learning and AI,127600,Senior,Full-time,In-person,United States,M
Machine Learning and AI,230000,Senior,Full-time,Remote,United States,M
Data Quality and Operations,95000,Mid-level,Full-time,In-person,United States,M
Data Quality and Operations,70000,Mid-level,Full-time,In-person,United States,M
Data Engineering,258000,Mid-level,Full-time,In-person,United States,M
Data Engineering,171000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,300000,Executive,Full-time,Remote,United States,L
Data Engineering,151840,Senior,Full-time,In-person,United States,M
Data Engineering,163152,Senior,Full-time,In-person,United States,M
Data Engineering,108768,Senior,Full-time,In-person,United States,M
Machine Learning and AI,285000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,193900,Senior,Full-time,In-person,United States,M
Data Science and Research,234700,Senior,Full-time,In-person,United States,M
Machine Learning and AI,100000,Senior,Full-time,Remote,United States,S
Data Engineering,241000,Senior,Full-time,In-person,United States,M
Data Engineering,210000,Senior,Full-time,Remote,United States,L
Leadership and Management,90000,Senior,Full-time,In-person,United States,M
Leadership and Management,84000,Senior,Full-time,In-person,United States,M
Data Analysis,160000,Senior,Full-time,Remote,United States,M
Leadership and Management,221300,Senior,Full-time,In-person,United States,M
Leadership and Management,147500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,210000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,160000,Senior,Full-time,Remote,United States,M
Leadership and Management,192000,Senior,Full-time,Remote,United States,M
Leadership and Management,151000,Senior,Full-time,Remote,United States,M
Data Science and Research,169000,Senior,Full-time,In-person,United States,M
Data Engineering,204500,Senior,Full-time,In-person,United States,M
Data Engineering,142200,Senior,Full-time,In-person,United States,M
BI and Visualization,210000,Senior,Full-time,In-person,United States,M
BI and Visualization,170000,Senior,Full-time,In-person,United States,M
Leadership and Management,210000,Senior,Full-time,Remote,United States,M
Leadership and Management,159090,Senior,Full-time,Remote,United States,M
Data Analysis,94400,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,90000,Mid-level,Full-time,Remote,United States,M
Data Engineering,130002,Entry-level,Full-time,Remote,United States,M
Data Engineering,71908,Entry-level,Full-time,Remote,United States,M
Data Analysis,60000,Mid-level,Full-time,In-person,United States,M
Data Analysis,60000,Entry-level,Full-time,Remote,United States,L
Data Science and Research,255000,Senior,Full-time,In-person,United States,M
Leadership and Management,116990,Senior,Full-time,Remote,United States,M
Leadership and Management,82920,Senior,Full-time,Remote,United States,M
Leadership and Management,159000,Senior,Full-time,Remote,United States,M
Leadership and Management,105000,Senior,Full-time,Remote,United States,M
Data Science and Research,155000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,197500,Senior,Full-time,In-person,United States,M
Data Science and Research,187000,Senior,Full-time,In-person,United States,M
Data Science and Research,20000,Mid-level,Full-time,Remote,United States,L
Data Science and Research,195000,Senior,Full-time,Remote,United States,M
Data Science and Research,119000,Senior,Full-time,Remote,United States,M
Data Science and Research,266450,Senior,Full-time,In-person,United States,M
Data Science and Research,177700,Senior,Full-time,In-person,United States,M
Data Quality and Operations,55720,Senior,Full-time,Remote,United States,M
Data Quality and Operations,50700,Senior,Full-time,Remote,United States,M
Data Analysis,56000,Mid-level,Part-time,Remote,United States,M
Data Architecture and Modeling,135000,Mid-level,Full-time,In-person,United States,M
Data Architecture and Modeling,115000,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,302000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,189000,Senior,Full-time,In-person,United States,M
BI and Visualization,150000,Senior,Full-time,Remote,United States,M
BI and Visualization,93000,Senior,Full-time,Remote,United States,M
Data Science and Research,190000,Senior,Full-time,Remote,United States,L
Machine Learning and AI,216000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,184000,Senior,Full-time,Remote,United States,M
Data Science and Research,128750,Mid-level,Full-time,In-person,United States,M
Data Science and Research,79350,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,273400,Senior,Full-time,Remote,United States,M
Machine Learning and AI,182200,Senior,Full-time,Remote,United States,M
Data Engineering,124230,Senior,Full-time,Remote,United States,M
Data Engineering,68637,Senior,Full-time,Remote,United States,M
Data Engineering,204000,Mid-level,Full-time,Remote,United States,M
Data Engineering,161500,Mid-level,Full-time,Remote,United States,M
Data Science and Research,148750,Senior,Full-time,In-person,United States,M
Data Science and Research,95000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,287700,Senior,Full-time,In-person,United States,L
Machine Learning and AI,148000,Senior,Full-time,In-person,United States,L
Data Science and Research,227240,Senior,Full-time,Remote,United States,M
Data Science and Research,197600,Senior,Full-time,Remote,United States,M
Data Science and Research,178500,Senior,Full-time,In-person,United States,M
Data Engineering,285000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,90000,Entry-level,Full-time,Remote,United States,M
Data Engineering,146000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,237400,Mid-level,Full-time,In-person,United States,M
Machine Learning and AI,158200,Mid-level,Full-time,In-person,United States,M
BI and Visualization,150000,Senior,Full-time,In-person,United States,M
BI and Visualization,141000,Senior,Full-time,In-person,United States,M
Leadership and Management,267000,Senior,Full-time,In-person,United States,M
Data Analysis,72000,Senior,Full-time,Remote,United States,M
Data Science and Research,240000,Senior,Full-time,In-person,United States,S
Data Science and Research,142000,Senior,Full-time,In-person,United States,S
Machine Learning and AI,180000,Mid-level,Contract,Remote,United States,S
Machine Learning and AI,105000,Mid-level,Contract,Remote,United States,S
Data Analysis,80000,Entry-level,Full-time,Remote,United States,M
Data Analysis,60000,Entry-level,Full-time,Remote,United States,M
Machine Learning and AI,268000,Senior,Full-time,Remote,United States,M
Leadership and Management,144628,Mid-level,Full-time,In-person,United States,M
Leadership and Management,115702,Mid-level,Full-time,In-person,United States,M
Data Analysis,144000,Senior,Full-time,Remote,United States,M
Data Analysis,132000,Senior,Full-time,Remote,United States,M
Data Analysis,93500,Senior,Full-time,Remote,United States,M
Data Engineering,208200,Senior,Full-time,Remote,United States,M
Data Engineering,151200,Senior,Full-time,Remote,United States,M
Data Science and Research,270000,Senior,Full-time,In-person,United States,M
Data Engineering,194500,Executive,Full-time,In-person,United States,M
Data Engineering,115500,Executive,Full-time,In-person,United States,M
Data Analysis,50000,Entry-level,Full-time,Remote,United States,M
Data Analysis,40000,Entry-level,Full-time,Remote,United States,M
Machine Learning and AI,155000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,100000,Senior,Full-time,In-person,United States,M
Data Analysis,65000,Senior,Full-time,In-person,United States,M
